 movie_id | member_id 
     2469 |      1018
     2471 |      1018
     2476 |      1020
     2477 |      1020
     2478 |      1020
     2479 |      1020
     2480 |      1020
     2482 |      1020
     2483 |      1020
     2497 |      1026
     2498 |      1026
     1688 |      1028
     2501 |      1028
     3634 |      1028
      325 |      1029
     1884 |      1029
     2502 |      1029
     6281 |      1029
     6354 |      1029
     6355 |      1029
     2503 |      1030
     2504 |      1030
     2509 |      1033
     2510 |      1033
     2511 |      1033
      182 |      1034
      183 |      1034
      184 |      1034
     2512 |      1034
     7288 |      1034
     2513 |      1035
     2515 |      1035
     2517 |      1035
     2518 |      1035
     2519 |      1035
     2521 |      1035
     2522 |      1035
     7357 |      1035
     2523 |      1036
     2524 |      1036
     2529 |      1038
     2536 |      1038
     2537 |      1038
     2542 |      1039
     2546 |      1043
     2547 |      1043
     2548 |      1043
     2550 |      1043
     2553 |      1043
     2560 |      1046
     4640 |      1046
     2561 |      1047
     2562 |      1047
     2563 |      1047
     2564 |      1048
     2571 |      1049
     1716 |      1050
     5933 |      1050
     2574 |      1052
     2587 |      1058
     2588 |      1058
     2589 |      1058
     2590 |      1058
     4152 |      1058
     2607 |      1061
     2615 |      1066
     2617 |      1068
     2618 |      1068
     2619 |      1068
     2620 |      1068
     2621 |      1068
     2622 |      1068
     2623 |      1068
     2627 |      1069
     2630 |      1072
     1862 |      1074
     2632 |      1074
     4934 |      1074
     2639 |      1077
     1400 |      1082
     2656 |      1082
     6209 |      1082
     2657 |      1083
     4613 |      1083
     2659 |      1085
     2660 |      1085
     2661 |      1085
     2663 |      1087
     2666 |      1090
     2668 |      1092
     2669 |      1093
     1530 |      1095
     2681 |      1095
     5537 |      1095
     5935 |      1095
     1809 |      1100
     2691 |      1100
     1646 |      1102
     2697 |      1102
     2699 |      1102
     2704 |      1104
     2707 |      1107
     2035 |      1110
     2715 |      1110
     4447 |      1110
     6792 |      1110
     2717 |      1112
     2718 |      1113
     2667 |      1114
     2719 |      1114
     2720 |      1114
      692 |      1116
     2722 |      1116
     2727 |      1119
     2732 |      1120
     2733 |      1120
     2735 |      1121
     2736 |      1122
     2737 |      1122
     2742 |      1124
     2754 |      1125
     2755 |      1126
     2771 |      1130
     2772 |      1130
     2773 |      1130
      297 |      1131
     1302 |      1131
     2237 |      1131
     2774 |      1131
     2777 |      1132
     4990 |      1132
     6819 |      1132
     2782 |      1134
     2783 |      1135
     2795 |      1144
     2796 |      1144
     2797 |      1145
     2798 |      1146
     2799 |      1146
     2800 |      1147
     2802 |      1147
     2803 |      1147
     2804 |      1148
     2810 |      1152
     2816 |      1152
     2822 |      1156
     2823 |      1157
     2828 |      1160
     2831 |      1161
     2833 |      1162
     2837 |      1164
     2838 |      1164
     2839 |      1164
     2840 |      1164
     2842 |      1164
     2843 |      1164
     3941 |      1164
     6131 |      1164
     2844 |      1165
     2845 |      1166
       82 |      1167
     2846 |      1167
     2037 |      1168
     2111 |      1168
     2394 |      1168
     2848 |      1168
     2849 |      1168
     2850 |      1168
     2886 |      1168
     2851 |      1169
     2868 |      1175
     2869 |      1175
     2870 |      1175
     2871 |      1175
     2873 |      1177
     2874 |      1177
     2875 |      1177
     2876 |      1177
     2877 |      1177
     2878 |      1177
     2879 |      1177
     1324 |      1178
     2468 |      1178
     2880 |      1178
     2881 |      1178
     2882 |      1178
     2883 |      1178
     5724 |      1178
     4324 |      1180
     4355 |      1182
     1652 |      1183
     2904 |      1183
     2906 |      1183
     2907 |      1183
     5991 |      1185
     2911 |      1186
     2912 |      1186
     2920 |      1186
     2923 |      1188
     2927 |      1190
      671 |      1191
     2928 |      1191
     3089 |      1191
     2932 |      1192
     2933 |      1193
      551 |      1197
     2938 |      1197
     2939 |      1197
     2940 |      1197
     2941 |      1197
     2951 |      1199
     2952 |      1200
     2964 |      1205
     3252 |      1205
     4183 |      1205
     4661 |      1205
     2967 |      1208
     2968 |      1208
     2977 |      1211
     2980 |      1211
     2981 |      1211
     2983 |      1213
     2986 |      1216
     2987 |      1216
     2988 |      1216
       23 |      1220
     2993 |      1220
     2994 |      1220
     2995 |      1220
     2996 |      1220
     5924 |      1220
     3000 |      1223
     3004 |      1223
     3009 |      1226
     3010 |      1226
     3018 |      1228
     3019 |      1228
     3021 |      1228
     3022 |      1228
     3042 |      1237
     3043 |      1237
     3044 |      1238
     3055 |      1243
     3063 |      1246
     3069 |      1249
     3070 |      1249
     4406 |      1250
      298 |      1251
     2046 |      1251
     3074 |      1251
     3075 |      1252
     3085 |      1259
     3092 |      1261
     3093 |      1261
     3094 |      1261
     3095 |      1261
     3096 |      1261
     3097 |      1262
     3103 |      1266
     3105 |      1266
     3109 |      1269
     3111 |      1271
     3113 |      1272
     3115 |      1274
     4493 |      1275
     3117 |      1276
     3118 |      1276
     3124 |      1280
     3130 |      1282
     3131 |      1283
     5632 |      1283
     3132 |      1284
     2739 |      1286
     5118 |      1286
     5120 |      1286
     3136 |      1287
     3137 |      1287
     3140 |      1289
     6893 |      1289
     1682 |      1297
     3156 |      1298
     3160 |      1300
     2082 |      1303
     3164 |      1303
     5630 |      1303
     3165 |      1304
     1873 |      1307
     1879 |      1307
     2921 |      1307
     7015 |      1307
     3171 |      1308
     3172 |      1309
     1683 |      1310
     3173 |      1310
     3174 |      1310
     3178 |      1310
     3179 |      1310
     3180 |      1310
     3194 |      1317
     3195 |      1317
     3196 |      1317
     3197 |      1317
     3198 |      1317
     3199 |      1317
     3200 |      1317
     3201 |      1317
     3202 |      1317
     3203 |      1317
     3204 |      1317
      878 |      1318
     1546 |      1318
     2792 |      1318
     3205 |      1318
     3206 |      1318
     3365 |      1318
     3369 |      1318
     3713 |      1318
     6055 |      1318
     3212 |      1321
     3214 |      1321
     3215 |      1321
     4974 |      1321
     1663 |      1324
     1665 |      1324
     3230 |      1330
     3234 |      1332
     3236 |      1332
     3243 |      1336
     2554 |      1337
     3244 |      1337
     3245 |      1338
     3254 |      1340
     1960 |      1344
     2306 |      1344
     3258 |      1344
     3259 |      1344
     3260 |      1344
     3261 |      1344
     3264 |      1345
     3266 |      1347
     3267 |      1347
     2013 |      1349
     3110 |      1349
     3277 |      1349
     7038 |      1349
     3290 |      1354
      393 |      1359
     2018 |      1359
     2019 |      1359
     2020 |      1359
     2021 |      1359
     2022 |      1359
     2023 |      1359
     2024 |      1359
     2348 |      1359
     3305 |      1359
     3307 |      1359
     3308 |      1359
     3313 |      1359
     3315 |      1360
     3318 |      1362
     3319 |      1363
     3320 |      1363
     1257 |      1364
     3322 |      1364
     3325 |      1365
     3336 |      1365
     3347 |      1366
     3351 |      1368
     3352 |      1369
     3355 |      1370
     3356 |      1370
     1875 |      1373
     2555 |      1373
     3359 |      1373
     3376 |      1377
     3379 |      1377
      919 |      1379
     2175 |      1379
     3384 |      1380
     3385 |      1381
     3386 |      1381
     3389 |      1382
     3391 |      1383
     3392 |      1383
     1543 |      1384
     1823 |      1384
     2585 |      1384
     3049 |      1384
     3394 |      1384
     3395 |      1384
     3400 |      1384
     3405 |      1384
     5926 |      1384
     4887 |      1388
     3418 |      1390
     3419 |      1390
     3426 |      1391
     3427 |      1392
     3429 |      1392
     3431 |      1392
     3433 |      1392
     3435 |      1394
     3437 |      1394
     3438 |      1394
     1697 |      1402
     3468 |      1402
     6167 |      1402
     6561 |      1402
     3481 |      1407
     3482 |      1407
     3483 |      1407
     5437 |      1407
     3485 |      1409
     3486 |      1409
     3487 |      1409
     3492 |      1411
      262 |      1415
      874 |      1415
      933 |      1415
     1104 |      1415
     1106 |      1415
     2600 |      1415
     2670 |      1415
     2671 |      1415
     2672 |      1415
     3125 |      1415
     3497 |      1415
     3498 |      1415
     3499 |      1415
     3500 |      1415
     3501 |      1415
     3502 |      1415
     3503 |      1415
     3504 |      1415
     4820 |      1415
     5317 |      1415
     5514 |      1415
     5721 |      1415
     6185 |      1415
     6672 |      1415
     7460 |      1415
     3511 |      1417
     2539 |      1419
     3523 |      1421
      435 |      1422
     1785 |      1422
     3525 |      1422
     3773 |      1422
     3536 |      1423
     3537 |      1423
     3538 |      1423
     3539 |      1423
     3540 |      1423
     3834 |      1423
     4112 |      1423
     4226 |      1423
     1261 |      1424
     3543 |      1424
     3551 |      1427
     3567 |      1431
     3578 |      1432
     3579 |      1432
     7430 |      1433
     7435 |      1433
     3596 |      1439
     1793 |      1440
     3597 |      1440
     3598 |      1440
     5205 |      1440
     5290 |      1440
     7300 |      1440
     3599 |      1441
     5973 |      1443
     3604 |      1445
     3607 |      1445
      678 |      1448
     3614 |      1448
     3615 |      1448
     3616 |      1448
     3618 |      1448
     3619 |      1448
     3621 |      1448
     3631 |      1451
     3632 |      1451
     3633 |      1451
     3636 |      1451
     3640 |      1452
     6744 |      1454
     3646 |      1455
     3647 |      1456
     3649 |      1458
     3650 |      1458
     3651 |      1458
     3652 |      1458
     3653 |      1458
     3654 |      1458
     3655 |      1459
     3663 |      1461
     3670 |      1462
     1874 |      1465
     3683 |      1465
     3689 |      1465
     5493 |      1465
     1440 |      1467
     3693 |      1467
     3694 |      1467
     1508 |      1468
     3695 |      1468
     3696 |      1468
     3697 |      1468
     3837 |      1468
     4529 |      1468
     7199 |      1468
     3705 |      1471
     3719 |      1473
     3722 |      1474
     3723 |      1475
     3726 |      1477
     3727 |      1478
     3280 |      1483
     3573 |      1483
     3748 |      1483
     3749 |      1483
     4712 |      1483
     3750 |      1484
     3759 |      1486
     3760 |      1486
     6298 |      1486
     3761 |      1487
     3762 |      1488
     3765 |      1488
     3774 |      1490
     3784 |      1492
     3785 |      1492
     3789 |      1494
     5122 |      1494
     3794 |      1498
     3343 |      1499
     3796 |      1500
     3797 |      1500
     5482 |      1500
     3804 |      1506
     6142 |      1510
     3811 |      1511
     3812 |      1512
     3832 |      1519
     3838 |      1522
     3842 |      1525
     3843 |      1525
     1897 |      1528
     2085 |      1528
     3846 |      1528
     3847 |      1528
     3849 |      1528
     3850 |      1529
     3856 |      1534
     1700 |      1535
     2812 |      1535
     3857 |      1535
     3858 |      1535
     3859 |      1535
     3860 |      1535
     6840 |      1535
     7215 |      1535
     3863 |      1537
     3864 |      1538
     3874 |      1542
     3878 |      1543
     3881 |      1545
     3882 |      1545
     3883 |      1546
     3887 |      1549
     3888 |      1550
     3890 |      1552
     3891 |      1552
     3894 |      1554
     3895 |      1554
     3896 |      1555
     3907 |      1559
     1532 |      1560
     3908 |      1560
     5602 |      1560
     6013 |      1560
     3913 |      1565
     3914 |      1565
     3915 |      1565
     3917 |      1565
     3921 |      1567
     4528 |      1567
     3924 |      1568
     3927 |      1568
     3928 |      1568
     3929 |      1568
     3930 |      1568
     4898 |      1568
     3931 |      1569
     3936 |      1570
     3937 |      1571
     3938 |      1572
     3939 |      1572
     3947 |      1573
     1967 |      1575
     2998 |      1575
     7351 |      1575
     1552 |      1578
     3954 |      1578
     3955 |      1578
     3958 |      1578
     3959 |      1578
     3968 |      1581
     3977 |      1585
     3978 |      1586
     3979 |      1586
     5300 |      1586
     4001 |      1591
     4003 |      1591
     1840 |      1592
     4005 |      1592
     4007 |      1593
     4010 |      1594
     2604 |      1598
     2606 |      1598
     4025 |      1598
     4026 |      1598
     4032 |      1602
     4033 |      1603
     4058 |      1615
     3581 |      1617
     4061 |      1617
     4064 |      1617
     4069 |      1617
     4072 |      1619
     4073 |      1620
     4074 |      1620
     4075 |      1620
     4076 |      1620
     4077 |      1620
     4078 |      1620
     4079 |      1620
     4080 |      1620
     4082 |      1620
     4083 |      1620
     4084 |      1621
     4086 |      1623
     4088 |      1624
     7485 |      1624
     7486 |      1624
     7488 |      1624
     7490 |      1624
     7492 |      1624
     3083 |      1627
     4091 |      1627
     4443 |      1627
     4092 |      1628
     4093 |      1628
     4094 |      1628
     4095 |      1629
     4096 |      1630
     4102 |      1634
     4104 |      1634
     3219 |      1637
     4110 |      1637
     4111 |      1637
     4113 |      1639
     4114 |      1640
     4118 |      1644
     4119 |      1644
     4120 |      1644
     4121 |      1644
     7271 |      1644
     2007 |      1646
     2041 |      1646
     4123 |      1646
     4124 |      1646
     4235 |      1646
     5677 |      1646
     4129 |      1650
     4131 |      1652
     4132 |      1652
     4144 |      1657
     4146 |      1659
     4147 |      1659
     1630 |      1662
     3338 |      1662
     3441 |      1662
     4155 |      1662
     5969 |      1662
     6258 |      1662
     6597 |      1662
     7533 |      1662
     4156 |      1663
     4162 |      1667
     4163 |      1667
     4164 |      1667
     4165 |      1667
     4166 |      1667
     4167 |      1667
     4168 |      1667
     4169 |      1667
     4170 |      1667
     4171 |      1667
     4172 |      1667
     4173 |      1668
     4189 |      1670
     4191 |      1672
     4192 |      1672
     4193 |      1673
     2779 |      1676
     4197 |      1676
     4198 |      1676
     4199 |      1676
     4202 |      1676
